city_data,year,month,prop
city_bucharest,2022,MONTH_jan,0.008906882591093117
city_brisbane,2022,MONTH_jan,0.06120157215047726
city_chengdu,2022,MONTH_jan,0.014885874958650347
city_new_delhi,2022,MONTH_jan,0.05456570155902005
city_paris,2022,MONTH_jan,0.07147540983606557
city_san_francisco,2022,MONTH_jan,0.06863905325443787
city_denver,2022,MONTH_jan,0.06395348837209303
city_ankara,2022,MONTH_jan,0.007591733445803458
city_harare,2022,MONTH_jan,0.07966804979253111
city_hanoi,2022,MONTH_jan,0.021666666666666667
city_washington,2022,MONTH_jan,0.05852842809364549
city_bangkok,2022,MONTH_jan,0.13266666666666665
city_tunis,2022,MONTH_jan,0.009369676320272573
city_seoul,2022,MONTH_jan,0.01606425702811245
city_belgrade,2022,MONTH_jan,0.014691478942213516
city_moscow,2022,MONTH_jan,0.0061624649859943975
city_lima,2022,MONTH_jan,0.023038156947444204
city_islamabad,2022,MONTH_jan,0.05456570155902005
city_abuja,2022,MONTH_jan,0.09248554913294797
city_managua,2022,MONTH_jan,0.11166666666666666
city_amsterdam,2022,MONTH_jan,0.01694915254237288
city_rabat,2022,MONTH_jan,0.041666666666666664
city_ulaanbaatar,2022,MONTH_jan,0.11233211233211234
city_mexico_city,2022,MONTH_jan,0.047756041426927506
city_nairobi,2022,MONTH_jan,0.1770573566084788
city_tokyo,2022,MONTH_jan,0.0037425149700598802
city_baghdad,2022,MONTH_jan,0.037800687285223365
city_tehran,2022,MONTH_jan,0.06412825651302605
city_jakarta,2022,MONTH_jan,0.2173776662484316
city_guatemala_city,2022,MONTH_jan,0.06795302013422819
city_berlin,2022,MONTH_jan,0.07147540983606557
city_addis_ababa,2022,MONTH_jan,0.11595394736842106
city_cairo,2022,MONTH_jan,0.0016680567139282735
city_quito,2022,MONTH_jan,0.05396290050590219
city_bogota,2022,MONTH_jan,0.1118421052631579
city_beijing,2022,MONTH_jan,0.014885874958650347
city_accra,2022,MONTH_jan,0.1770573566084788
city_ottawa,2022,MONTH_jan,0.05301144848183176
city_brasilia,2022,MONTH_jan,0.017452006980802792
city_la_paz,2022,MONTH_jan,0.08312958435207823
city_dhaka,2022,MONTH_jan,0.03836317135549872
city_yerevan,2022,MONTH_jan,0.02875924404272802
city_chicago,2022,MONTH_jan,0.06188925081433225
city_kyiv,2022,MONTH_jan,0.01675977653631285
city_dubai,2022,MONTH_jan,0.0016680567139282735
city_mumbai,2022,MONTH_jan,0.05456570155902005
city_madrid,2022,MONTH_jan,0.07147540983606557
