city_data,year,month,prop
city_bucharest,2022,MONTH_jan,0.6968174204355109
city_brisbane,2022,MONTH_jan,0.4254484304932735
city_chengdu,2022,MONTH_jan,0.15694768410529825
city_new_delhi,2022,MONTH_jan,0.37493632195618953
city_paris,2022,MONTH_jan,0.31785003317850036
city_san_francisco,2022,MONTH_jan,0.6515513126491647
city_denver,2022,MONTH_jan,0.700587084148728
city_ankara,2022,MONTH_jan,0.39265898420828
city_harare,2022,MONTH_jan,0.76814011676397
city_hanoi,2022,MONTH_jan,0.145
city_washington,2022,MONTH_jan,0.6761744966442953
city_bangkok,2022,MONTH_jan,0.529689608636977
city_tunis,2022,MONTH_jan,0.7771236333052985
city_seoul,2022,MONTH_jan,0.09799196787148594
city_belgrade,2022,MONTH_jan,0.6625891946992865
city_moscow,2022,MONTH_jan,0.5068903535050928
city_lima,2022,MONTH_jan,0.7326086956521739
city_islamabad,2022,MONTH_jan,0.37493632195618953
city_abuja,2022,MONTH_jan,0.6726238830219334
city_managua,2022,MONTH_jan,0.6166666666666667
city_amsterdam,2022,MONTH_jan,0.37310308738880166
city_rabat,2022,MONTH_jan,0.5525
city_ulaanbaatar,2022,MONTH_jan,0.43933823529411764
city_mexico_city,2022,MONTH_jan,0.6502890173410405
city_nairobi,2022,MONTH_jan,0.5854632587859425
city_tokyo,2022,MONTH_jan,0.4491803278688525
city_baghdad,2022,MONTH_jan,0.74
city_tehran,2022,MONTH_jan,0.48944860449285227
city_jakarta,2022,MONTH_jan,0.3997445721583653
city_guatemala_city,2022,MONTH_jan,0.7050538525269263
city_berlin,2022,MONTH_jan,0.31785003317850036
city_addis_ababa,2022,MONTH_jan,0.6325350949628407
city_cairo,2022,MONTH_jan,0.74
city_quito,2022,MONTH_jan,0.5373635600335852
city_bogota,2022,MONTH_jan,0.7315789473684211
city_beijing,2022,MONTH_jan,0.15694768410529825
city_accra,2022,MONTH_jan,0.5854632587859425
city_ottawa,2022,MONTH_jan,0.2929318068690891
city_brasilia,2022,MONTH_jan,0.8714953271028038
city_la_paz,2022,MONTH_jan,0.48205383848454636
city_dhaka,2022,MONTH_jan,0.215
city_yerevan,2022,MONTH_jan,0.7328308207705193
city_chicago,2022,MONTH_jan,0.6830870279146142
city_kyiv,2022,MONTH_jan,0.7300813008130081
city_dubai,2022,MONTH_jan,0.74
city_mumbai,2022,MONTH_jan,0.37493632195618953
city_madrid,2022,MONTH_jan,0.31785003317850036
