city_data,year,month,prop
city_bucharest,2022,MONTH_jan,0.8681318681318682
city_brisbane,2022,MONTH_jan,0.842741935483871
city_chengdu,2022,MONTH_jan,0.75
city_new_delhi,2022,MONTH_jan,0.8444444444444444
city_paris,2022,MONTH_jan,0.7975257342525262
city_san_francisco,2022,MONTH_jan,0.8898026315789473
city_denver,2022,MONTH_jan,0.8898026315789473
city_ankara,2022,MONTH_jan,0.8466111771700356
city_harare,2022,MONTH_jan,1
city_hanoi,2022,MONTH_jan,0.8507462686567164
city_washington,2022,MONTH_jan,0.8898026315789473
city_bangkok,2022,MONTH_jan,0.7692307692307693
city_tunis,2022,MONTH_jan,0.8653846153846154
city_seoul,2022,MONTH_jan,0.8507462686567164
city_belgrade,2022,MONTH_jan,0.8838383838383839
city_moscow,2022,MONTH_jan,0.7934782608695652
city_lima,2022,MONTH_jan,0.9705882352941176
city_islamabad,2022,MONTH_jan,0.8121827411167513
city_abuja,2022,MONTH_jan,0.8571428571428571
city_managua,2022,MONTH_jan,1
city_amsterdam,2022,MONTH_jan,0.9004566210045662
city_rabat,2022,MONTH_jan,0.7352941176470589
city_ulaanbaatar,2022,MONTH_jan,0.75
city_mexico_city,2022,MONTH_jan,0.8772086117297698
city_nairobi,2022,MONTH_jan,1
city_tokyo,2022,MONTH_jan,0.41568278012920473
city_baghdad,2022,MONTH_jan,0.8
city_tehran,2022,MONTH_jan,0.8
city_jakarta,2022,MONTH_jan,0.8562753036437247
city_guatemala_city,2022,MONTH_jan,1
city_berlin,2022,MONTH_jan,0.8590785907859079
city_addis_ababa,2022,MONTH_jan,1
city_cairo,2022,MONTH_jan,0.8653846153846154
city_quito,2022,MONTH_jan,0.8695652173913043
city_bogota,2022,MONTH_jan,0.8656716417910447
city_beijing,2022,MONTH_jan,0.75
city_accra,2022,MONTH_jan,1
city_ottawa,2022,MONTH_jan,0.8402203856749312
city_brasilia,2022,MONTH_jan,0.8950381679389313
city_la_paz,2022,MONTH_jan,0.8950381679389313
city_dhaka,2022,MONTH_jan,0.9041666666666667
city_yerevan,2022,MONTH_jan,0.8466111771700356
city_chicago,2022,MONTH_jan,0.8898026315789473
city_kyiv,2022,MONTH_jan,0.8636363636363636
city_dubai,2022,MONTH_jan,0.8
city_mumbai,2022,MONTH_jan,0.8444444444444444
city_madrid,2022,MONTH_jan,0.8524590163934426
