city_data,year,month,prop
city_bucharest,2022,MONTH_jan,0.3517305893358279
city_brisbane,2022,MONTH_jan,0.7251693002257337
city_chengdu,2022,MONTH_jan,0.6752336448598131
city_new_delhi,2022,MONTH_jan,0.28718882817243474
city_paris,2022,MONTH_jan,0.8590694538098449
city_san_francisco,2022,MONTH_jan,0.7202881152460985
city_denver,2022,MONTH_jan,0.7637795275590551
city_ankara,2022,MONTH_jan,0.22046174739701221
city_harare,2022,MONTH_jan,0.4797297297297297
city_hanoi,2022,MONTH_jan,0.08583333333333333
city_washington,2022,MONTH_jan,0.7687074829931972
city_bangkok,2022,MONTH_jan,0.39174560216508797
city_tunis,2022,MONTH_jan,0.18357933579335795
city_seoul,2022,MONTH_jan,0.242570281124498
city_belgrade,2022,MONTH_jan,0.23599137931034483
city_moscow,2022,MONTH_jan,0.3582286847323199
city_lima,2022,MONTH_jan,0.21016166281755197
city_islamabad,2022,MONTH_jan,0.28718882817243474
city_abuja,2022,MONTH_jan,0.4920502092050209
city_managua,2022,MONTH_jan,0.3875
city_amsterdam,2022,MONTH_jan,0.5708571428571428
city_rabat,2022,MONTH_jan,0.28583333333333333
city_ulaanbaatar,2022,MONTH_jan,0.5067401960784313
city_mexico_city,2022,MONTH_jan,0.1445221445221445
city_nairobi,2022,MONTH_jan,0.5110356536502547
city_tokyo,2022,MONTH_jan,0.6290018832391714
city_baghdad,2022,MONTH_jan,0.475736568457539
city_tehran,2022,MONTH_jan,0.7332421340629275
city_jakarta,2022,MONTH_jan,0.3570284982388729
city_guatemala_city,2022,MONTH_jan,0.5788135593220339
city_berlin,2022,MONTH_jan,0.8590694538098449
city_addis_ababa,2022,MONTH_jan,0.17217981340118746
city_cairo,2022,MONTH_jan,0.475736568457539
city_quito,2022,MONTH_jan,0.4667235494880546
city_bogota,2022,MONTH_jan,0.6217105263157895
city_beijing,2022,MONTH_jan,0.6752336448598131
city_accra,2022,MONTH_jan,0.5110356536502547
city_ottawa,2022,MONTH_jan,0.7775012444001991
city_brasilia,2022,MONTH_jan,0.5541561712846348
city_la_paz,2022,MONTH_jan,0.5235414534288638
city_dhaka,2022,MONTH_jan,0.34421364985163205
city_yerevan,2022,MONTH_jan,0.365832614322692
city_chicago,2022,MONTH_jan,0.760797342192691
city_kyiv,2022,MONTH_jan,0.28751311647429173
city_dubai,2022,MONTH_jan,0.475736568457539
city_mumbai,2022,MONTH_jan,0.28718882817243474
city_madrid,2022,MONTH_jan,0.8590694538098449
