city_data,year,month,prop
city_bucharest,2022,MONTH_jan,0.6252144082332761
city_brisbane,2022,MONTH_jan,0.21300448430493274
city_chengdu,2022,MONTH_jan,0.8102633355840648
city_new_delhi,2022,MONTH_jan,0.7666836474783495
city_paris,2022,MONTH_jan,0.1596806387225549
city_san_francisco,2022,MONTH_jan,0.23954372623574144
city_denver,2022,MONTH_jan,0.21940928270042195
city_ankara,2022,MONTH_jan,0.8744531933508312
city_harare,2022,MONTH_jan,0.9385004212299916
city_hanoi,2022,MONTH_jan,0.8875
city_washington,2022,MONTH_jan,0.2643884892086331
city_bangkok,2022,MONTH_jan,0.6720647773279352
city_tunis,2022,MONTH_jan,0.8076580587711487
city_seoul,2022,MONTH_jan,0.8481927710843373
city_belgrade,2022,MONTH_jan,0.763023493360572
city_moscow,2022,MONTH_jan,0.738166566806471
city_lima,2022,MONTH_jan,0.44288872512896094
city_islamabad,2022,MONTH_jan,0.7666836474783495
city_abuja,2022,MONTH_jan,0.9618196588139724
city_managua,2022,MONTH_jan,0.4816666666666667
city_amsterdam,2022,MONTH_jan,0.27867095391211144
city_rabat,2022,MONTH_jan,0.91
city_ulaanbaatar,2022,MONTH_jan,0.7175245098039216
city_mexico_city,2022,MONTH_jan,0.3929398148148148
city_nairobi,2022,MONTH_jan,0.8004926108374384
city_tokyo,2022,MONTH_jan,0.5046491969568893
city_baghdad,2022,MONTH_jan,0.9116666666666666
city_tehran,2022,MONTH_jan,1
city_jakarta,2022,MONTH_jan,0.9195402298850575
city_guatemala_city,2022,MONTH_jan,0.6255178127589064
city_berlin,2022,MONTH_jan,0.1596806387225549
city_addis_ababa,2022,MONTH_jan,0.8911055694098088
city_cairo,2022,MONTH_jan,0.9116666666666666
city_quito,2022,MONTH_jan,0.4869857262804366
city_bogota,2022,MONTH_jan,0.4
city_beijing,2022,MONTH_jan,0.8102633355840648
city_accra,2022,MONTH_jan,0.8004926108374384
city_ottawa,2022,MONTH_jan,0.20034843205574912
city_brasilia,2022,MONTH_jan,0.1588785046728972
city_la_paz,2022,MONTH_jan,0.43232438606510565
city_dhaka,2022,MONTH_jan,0.9798826487845766
city_yerevan,2022,MONTH_jan,0.8872881355932203
city_chicago,2022,MONTH_jan,0.2586805555555556
city_kyiv,2022,MONTH_jan,0.7552447552447552
city_dubai,2022,MONTH_jan,0.9116666666666666
city_mumbai,2022,MONTH_jan,0.7666836474783495
city_madrid,2022,MONTH_jan,0.1596806387225549
