city_data,year,month,prop
city_bucharest,2022,MONTH_jan,0.4789180588703262
city_brisbane,2022,MONTH_jan,0.827357970215113
city_chengdu,2022,MONTH_jan,0.600926538716082
city_new_delhi,2022,MONTH_jan,0.42355889724310775
city_paris,2022,MONTH_jan,0.8413114754098361
city_san_francisco,2022,MONTH_jan,0.6807511737089202
city_denver,2022,MONTH_jan,0.6730769230769231
city_ankara,2022,MONTH_jan,0.6662309368191721
city_harare,2022,MONTH_jan,0.7267489711934156
city_hanoi,2022,MONTH_jan,0.4633333333333333
city_washington,2022,MONTH_jan,0.7408637873754153
city_bangkok,2022,MONTH_jan,0.522
city_tunis,2022,MONTH_jan,0.8239731768650461
city_seoul,2022,MONTH_jan,0.5084337349397591
city_belgrade,2022,MONTH_jan,0.6408518877057116
city_moscow,2022,MONTH_jan,0.5629834254143646
city_lima,2022,MONTH_jan,0.6192857142857143
city_islamabad,2022,MONTH_jan,0.42355889724310775
city_abuja,2022,MONTH_jan,0.6176232821341956
city_managua,2022,MONTH_jan,0.7441666666666666
city_amsterdam,2022,MONTH_jan,0.8019323671497585
city_rabat,2022,MONTH_jan,0.5075
city_ulaanbaatar,2022,MONTH_jan,0.4340659340659341
city_mexico_city,2022,MONTH_jan,0.6657093624353819
city_nairobi,2022,MONTH_jan,0.5442338072669827
city_tokyo,2022,MONTH_jan,0.6260162601626016
city_baghdad,2022,MONTH_jan,0.7216666666666667
city_tehran,2022,MONTH_jan,0.40493662441627754
city_jakarta,2022,MONTH_jan,0.470625
city_guatemala_city,2022,MONTH_jan,0.7831558567279767
city_berlin,2022,MONTH_jan,0.8413114754098361
city_addis_ababa,2022,MONTH_jan,0.45934959349593496
city_cairo,2022,MONTH_jan,0.7814845704753962
city_quito,2022,MONTH_jan,0.6958333333333333
city_bogota,2022,MONTH_jan,0.7730263157894737
city_beijing,2022,MONTH_jan,0.600926538716082
city_accra,2022,MONTH_jan,0.5442338072669827
city_ottawa,2022,MONTH_jan,0.7073170731707317
city_brasilia,2022,MONTH_jan,0.6152099886492622
city_la_paz,2022,MONTH_jan,0.7289946576007771
city_dhaka,2022,MONTH_jan,0.7075
city_yerevan,2022,MONTH_jan,0.6059113300492611
city_chicago,2022,MONTH_jan,0.6844660194174758
city_kyiv,2022,MONTH_jan,0.4786656322730799
city_dubai,2022,MONTH_jan,0.7814845704753962
city_mumbai,2022,MONTH_jan,0.42355889724310775
city_madrid,2022,MONTH_jan,0.8413114754098361
