city_data,year,month,prop
city_bucharest,2022,MONTH_jan,0.9276054097056484
city_brisbane,2022,MONTH_jan,0.9355913381454747
city_chengdu,2022,MONTH_jan,0.874793524942187
city_new_delhi,2022,MONTH_jan,0.947289156626506
city_paris,2022,MONTH_jan,0.9259986902423052
city_san_francisco,2022,MONTH_jan,0.9016393442622951
city_denver,2022,MONTH_jan,0.9326923076923077
city_ankara,2022,MONTH_jan,0.9283050145047659
city_harare,2022,MONTH_jan,0.966996699669967
city_hanoi,2022,MONTH_jan,0.9691666666666666
city_washington,2022,MONTH_jan,0.9068219633943427
city_bangkok,2022,MONTH_jan,0.9223040857334226
city_tunis,2022,MONTH_jan,0.9776490066225165
city_seoul,2022,MONTH_jan,0.9156626506024096
city_belgrade,2022,MONTH_jan,0.946360153256705
city_moscow,2022,MONTH_jan,0.8717379233759023
city_lima,2022,MONTH_jan,0.8871428571428571
city_islamabad,2022,MONTH_jan,0.947289156626506
city_abuja,2022,MONTH_jan,0.9919093851132686
city_managua,2022,MONTH_jan,0.84
city_amsterdam,2022,MONTH_jan,0.8231389284020862
city_rabat,2022,MONTH_jan,0.8991666666666667
city_ulaanbaatar,2022,MONTH_jan,0.8192918192918193
city_mexico_city,2022,MONTH_jan,0.9753015508328546
city_nairobi,2022,MONTH_jan,0.9818181818181818
city_tokyo,2022,MONTH_jan,0.9380134428678119
city_baghdad,2022,MONTH_jan,0.9808013355592654
city_tehran,2022,MONTH_jan,0.9425901201602136
city_jakarta,2022,MONTH_jan,0.98875
city_guatemala_city,2022,MONTH_jan,0.9072416598860863
city_berlin,2022,MONTH_jan,0.9259986902423052
city_addis_ababa,2022,MONTH_jan,0.9536585365853658
city_cairo,2022,MONTH_jan,0.9975
city_quito,2022,MONTH_jan,0.9073455759599333
city_bogota,2022,MONTH_jan,0.8782894736842105
city_beijing,2022,MONTH_jan,0.874793524942187
city_accra,2022,MONTH_jan,0.9818181818181818
city_ottawa,2022,MONTH_jan,0.8504230960676954
city_brasilia,2022,MONTH_jan,0.8677639046538025
city_la_paz,2022,MONTH_jan,0.8522286821705426
city_dhaka,2022,MONTH_jan,0.99
city_yerevan,2022,MONTH_jan,0.9705641864268193
city_chicago,2022,MONTH_jan,0.9385113268608414
city_kyiv,2022,MONTH_jan,0.8817120622568093
city_dubai,2022,MONTH_jan,0.9975
city_mumbai,2022,MONTH_jan,0.947289156626506
city_madrid,2022,MONTH_jan,0.9259986902423052
